,id,name,borough,PHONE,description,latitude,longitude
898,50052842,CUP OF BROOKLYN,Brooklyn,9178555647,,0.0,0.0
900,50044894,JUNCTION CAKE BOX,Queens,7183741992,,40.736539874118,-73.865769425302
902,50042352,KULUSHKAT,Brooklyn,3473782514,,40.661163381487,-73.96069454875
906,50105431,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Manhattan,9145136601,,40.80737580432,-73.944580098067
907,41283023,PIERRE LOTI CAFE WINE BAR,Manhattan,2127775684,,40.736030320451,-73.987283939649
909,41236780,CLASSIC QUIZINE,Queens,7188683268,,40.601976882543,-73.75344016399299
914,40707818,NUEVO JARDIN DE CHINA RESTAURANT,Queens,7187260819,,40.761532429043996,-73.924439581946
919,41589290,CAFE 1853,Bronx,7188627573,,40.889148745406,-73.902043649959
922,50038120,SHUN WON FLUSHING,Queens,7184606118,,40.757389720047996,-73.829071924096
925,40512297,BARRACUDA BAR,Manhattan,2126458613,,40.744388817752,-73.998394052353
928,41597047,Z-TWO DINER & LOUNGE,Staten Island,7183566800,,40.527696710723,-74.230960962491
931,50089284,MEZZE,Queens,7188969996,,40.72684398857,-73.853442721452
933,50043922,JOE & JOHN'S PIZZA RESTAURANT,Queens,7184970078,,40.700494273509,-73.899371810281
935,50105525,Happy & Healthy Nutrition,Brooklyn,3473282884,,40.704105398764,-73.91889653160999
936,41491315,DIG INN,Manhattan,2122537676,,40.737433250537,-73.99105093752
937,41414497,PAUL'S DAUGHTER,Brooklyn,7184494252,,40.573321249031,-73.978359247505
944,50016101,TEXAS CHICKEN & BURGERS,Bronx,3472719319,,40.812941066737,-73.923568155315
945,41300703,NEW YORK PAO DE QUEIJO,Queens,7182041979,,40.762516107761,-73.92605928813
948,50050474,PISILLO ITALIAN CAFE,Manhattan,2122273104,,40.710523665481,-74.007441304045
950,41013755,RUMOURS,Manhattan,2127572373,,40.765566240453,-73.983722405932
954,40526406,CLUB MACANUDO (CIGAR BAR),Manhattan,2127528200,,40.765983254012,-73.969365151136
955,41710976,SWEET MAMA'S SOUL FOOD,Manhattan,2129399383,,40.819972787828,-73.936577640239
961,50092388,QDOBA MEXICAN EATS,Staten Island,7184943408,,40.591336573073,-74.1649133005
965,50005654,ALLERTON RESTAURANT,Bronx,7186559044,,40.865473157682,-73.86460068963899
972,50060419,EMBLEM,Brooklyn,3476892338,,40.708481553585,-73.943400213237
973,41628459,KFC,Queens,7185259603,,0.0,0.0
975,50001125,AMBY'S RESTAURANT,Brooklyn,7188130707,,40.688716127007,-73.92388057456101
980,41380595,EL PRESIDENTE # 2 RESTAURANT,Bronx,7186555245,,40.880666526579,-73.883305682097
982,40590969,KINGS COUNTY CAFETERIA BLDG T,Brooklyn,7183631499,,40.655754995052,-73.94458039832699
983,50011205,PRINCE NOODLE AND CAFE,Queens,7188889295,,40.758823806017,-73.831822402698
984,41679544,PROSPECT,Brooklyn,3475991087,,40.665857680441,-73.9890492074
986,41491314,MARIA COFFEE SHOP & RESTAURANT,Brooklyn,7182726373,,40.650841341069004,-73.90594823339599
990,41702914,ROYAL CARIBBEAN BAKERY & RESTAURANT,Bronx,7189945544,,40.888149981059,-73.83130228300999
993,41421148,SUBWAY,Staten Island,7187276196,,40.627277053994,-74.075998647414
995,50032597,M & R PIZZA,Bronx,7186530008,,40.880633505479004,-73.883222565418
997,41112888,S & A WEST INDIAN RESTAURANT,Queens,7189252224,,40.681717806420004,-73.83763493580999
998,40553257,ACAPULCO DELI & RESTAURANT,Brooklyn,7183498429,,40.736678320215,-73.955312929879
999,41310519,LANTERN THAI,Manhattan,2127772770,,40.734923634831,-73.9830623745
1003,41317968,MAYNILA ORIENTAL FOOD MARKET,Staten Island,7184940316,,40.601115596831,-74.176410664865
1008,41619215,"AU BON PAIN, ANDALE MEXICAN GRILL",Bronx,7182895200,,40.857387539629,-73.909696629032
1009,50057386,CHOW HOUSE,Manhattan,6463582779,,40.729015402899996,-74.000873144553
1017,41557798,CANTINA ROYAL,Brooklyn,3477632938,,40.717621541949,-73.96344244349599
1019,50061153,PUERTO DE MANTA BAR LOUNGE,Queens,9174689850,,40.69766870579001,-73.9077391814
1032,50046549,STARBUCKS COFFEE COMPANY #22716,Queens,3479972496,,40.731924409478005,-73.866828744085
1035,41106321,BARZOLA'S RESTAURANT III,Queens,7182056900,,40.750735023653,-73.874792636477
1037,50038241,KINGS COUNTY IMPERIAL,Brooklyn,7186102000,,40.715344094051,-73.950677487989
1041,41237861,CIPRIANI 42ND STREET,Manhattan,6467230822,,40.751800112991,-73.976943956345
1043,41450085,VINNY VINCENZ,Manhattan,2126740707,,40.731078174866,-73.982763879463
1049,41375359,SIENA,Brooklyn,7186765024,,40.604489083684,-73.969648413578
1051,40993786,DUNKIN,Staten Island,7189667111,,40.553506481409,-74.143505493447
1054,50073365,BED-STUY FISH FRY,Brooklyn,3474059820,,40.685140373946,-73.920845106064
1057,41404956,EL COYOTE RESTAURANT,Queens,7186514874,,40.755375330798,-73.88696584865599
1059,41511019,PINE BOX ROCK SHOP,Brooklyn,7183666311,,40.705473017498996,-73.932741203432
1060,50069597,NATHANIEL'S BAKERY,Queens,7189711096,,40.779504054401,-73.793849453914
1062,41639555,CONRAD NEW YORK MAIN KITCHENy,Manhattan,2129450100,,40.714804609047,-74.016153324341
1063,50078958,EAST WIND SNACK,Brooklyn,9178252082,,40.716792178083,-73.962075706378
1071,41114613,ROYAL RIB HOUSE,Brooklyn,7184539284,,40.682893270748,-73.940422213587
1073,50003664,DUNKIN,Bronx,7182926510,,40.827711894968,-73.925646900182
1074,50064120,ANTOJITOS MEXICANOS DELI,Brooklyn,3478162175,,40.639918956205,-74.015720758444
1082,41623268,MAGURO SUSHI,Manhattan,2125108883,,40.742328805154,-73.981746896335
1086,50000167,AMC THEATRES (LOEWS ORPHEUM),Manhattan,2128762111,,40.779130900436,-73.953767810216
1089,50079432,DON RAMON RESTAURANT,Manhattan,6468500019,,40.800342627985,-73.96204598213299
1091,50065389,KERVAN,Brooklyn,3474171916,,40.583470932442005,-73.950217233472
1093,50015549,OLIVE GARDEN,Queens,7184580549,,40.734226802318,-73.868805094031
1098,50055040,GREGORY'S COFFEE,Manhattan,6467070529,,40.761073848899,-73.973229881227
1100,41634837,ST MARKS KARAOKE,Manhattan,2122286250,,40.729316839622996,-73.98938871984801
1103,40559636,TRATTORIA BIANCA,Manhattan,2122688460,,40.752288062254,-73.9934021983
1105,41513756,GREAT WALL RESTAURANT,Bronx,7188920256,,40.830721164992,-73.857079558428
1107,50004740,THAI CAFE,Brooklyn,7183833562,,40.731051198666,-73.95441468141999
1108,50059464,American Bar,Manhattan,6466093615,,40.735078591808,-74.00023093535499
1109,40402893,COLUMBUS CITIZENS FOUNDATION,Manhattan,2122499923,,40.770245442792,-73.96783603539001
1111,50042290,HOMETOWN HOTPOT & BBQ,Manhattan,2122198833,,40.719211059201996,-73.99695526786199
1113,41233156,FLAVORS,Manhattan,2122696100,,40.703510272406,-74.013084924852
1116,50069925,KHAO NOM,Queens,3479444257,,40.743164819528,-73.887924934808
1117,50033498,PRIMA PIZZA,Queens,7184873932,,40.693340755467,-73.853029825314
1119,50045070,THE LAZY LLAMA COFFEE BAR,Manhattan,6464101938,,40.723377099773,-73.988700593011
1121,41585806,DARNA FALAFEL,Brooklyn,3477991673,,40.687022995402,-73.993661083746
1128,50057977,KAZUNORI,Manhattan,3475945940,,40.74514305044,-73.988382911821
1130,41089762,EXQUISITE EXPRESS RESTAURANT,Brooklyn,7186934643,,40.65075674319,-73.950563249628
1135,41719935,BROCCOLINO,Brooklyn,7186784200,,40.681975816298,-73.976257910942
1137,50087832,BELLA PIZZA COFFEE BAR,Queens,9292080065,,40.748986017855,-73.869338939372
1142,50105172,572 ROY'S RESTAURANT,Bronx,6462600669,,40.832075650317,-73.903045867725
1143,50006761,COSZCAL DE ALLENDE RESTAURANT,Brooklyn,7189213523,,40.636252836245,-74.025840720259
1146,41349905,NEW ASIAN RESTAURANT,Queens,7184632567,,40.76103568968,-73.80390233319
1148,50004408,DI DI,Staten Island,3474595512,,40.636830406018,-74.134191370962
1150,41607908,LONGEVOUSJOY,Brooklyn,3473742645,,40.612945692503,-73.982387502381
1151,50102398,HARLEM CRUST PIZZA,Manhattan,9173732432,,0.0,0.0
1152,50085876,GREEN WORKS,Queens,9178681281,,40.725626896065,-73.79226694862899
1154,41606724,RICHIE RICH CARIBBEAN AND AMERICAN CUISINE,Bronx,3473415551,,40.871396054529,-73.8644041771
1156,41630104,LUCKY CHINESE RESTAURANT,Queens,7187791350,,40.736744161279,-73.895975421177
1161,41579178,BROOKLYN CUPCAKE,Brooklyn,7185763600,,40.710480521755,-73.951049017571
1163,41333632,JUICE BAR PLUS,Manhattan,2128670887,,40.751969562918,-73.973580045221
1164,41411827,PRET A MANGER,Manhattan,6465728010,,40.737227332858,-73.990307618042
1165,41112819,SONG,Brooklyn,7189651108,,40.673523054265,-73.982659845344
1167,50040871,PICKY EATERS RESTAURANT,Brooklyn,9179669732,,40.635306258198,-73.950311724386
1170,50098865,BIG BOWL NOODLE,Manhattan,6468640575,,40.736914804338,-73.99717096364101
1175,50051936,ESO,Manhattan,2122560008,,0.0,0.0
1176,50046659,HONEST CHOPS BURGERS,Manhattan,2126772110,,40.729495736509996,-74.00092005567
1180,41699711,KOREAN NOODLE HOUSE,Queens,7182251210,,40.75944936191,-73.772733644521
1183,50079705,DIG INN,Manhattan,2123352107,,40.774272231992,-73.981265131781
1185,50047979,MAMASUSHI,Manhattan,6466827879,,40.827318769885004,-73.949806448179
1186,50084407,EL FOGON DOMINICANO RESTAURANT,Bronx,3472701708,,40.838189274057,-73.911182837002
1188,40635294,BICHEIROS BAR,Queens,9174638885,,40.694079161422,-73.850951053176
1193,41549885,GOOD TASTE CHINESE RESTAURANT,Bronx,7185472679,,40.875772553273,-73.850061256786
1195,50106842,HALAL FRESH,Bronx,3478425865,,40.834316730276,-73.850570627408
1196,50058321,SUMA PIZZA,Bronx,7184847015,,40.827379065304,-73.92454880269301
1197,41706664,EASTWOOD,Manhattan,2122330124,,40.714203921312,-73.987140223275
1203,50108438,MARWIN THAI RESTAURANT,Manhattan,9174285489,,40.761616374622,-73.96048342882399
1204,50006705,FIVE STAR FISH & CHIPS,Brooklyn,9179665500,,40.657128266795,-73.889075588719
1207,41450073,BIG FLEISHIG'S EXPRESS,Brooklyn,7184352779,,40.627559763959,-73.989138373724
1209,50067685,BLUESTONE LANE,Manhattan,6464651103,,40.783968902175005,-73.958328773735
1211,50043757,LIN'S ASIAN CUISINE,Bronx,7188226888,,40.842588146760995,-73.853880676389
1214,41482806,DUNKIN,Brooklyn,7183876033,,40.711919601254,-73.941117590872
1215,50058799,MARTHA'S COUNTRY BAKERY,Brooklyn,7184860500,,40.718097054287,-73.957421360346
1217,50056800,RULAY LOUNGE BAR & RESTAURANT,Bronx,9292659357,,40.867612345474,-73.883053893875
1220,41720083,CITY GOURMET CAFE,Manhattan,2122606040,,40.732881955345,-73.986241759813
1223,41407362,CAFE HIMALAYA,Manhattan,2123580160,,40.72316021195,-73.98819194180601
1225,50081569,MINAMI SUSHI & BAR,Brooklyn,9179091896,,40.709263737449,-73.955706503325
1226,41382108,PEARL DINER,Manhattan,2123446620,,40.707002189863,-74.006376891839
1234,41460032,BALADE,Manhattan,2125296868,,40.730345398397,-73.983276421025
1237,41696419,DON ALEX RESTAURANT,Queens,7184240233,,40.7499469307,-73.882243464483
1250,50011908,BUDDHA BODAI ONE VEGETARIAN RESTAURANT,Manhattan,2125668388,,40.713875262809,-73.998708617879
1252,50083173,BLUE COLLAR,Brooklyn,3476817323,,40.702918089945,-73.920578666089
1254,50043741,MY GRILL BAR,Brooklyn,7189757272,,40.609897123018996,-73.963065871678
1255,50006817,SPIEGEL,Manhattan,2122282894,,40.723791492614005,-73.988040303961
1259,50006308,GASTROTECA ASTORIA,Queens,7187299080,,40.758846019409,-73.92552553878899
1264,40711561,MAKE MY CAKE,Manhattan,2122342344,,0.0,0.0
1265,41406895,SUN SAI GAI RESTAURANT,Manhattan,2129647256,,40.717138793492,-73.998795131761
1266,40653926,LOS GIRASOLES RESTAURANT,Bronx,7185618089,,40.862922670711995,-73.889689074816
1267,50041363,BAGUETTE EXPRESS,Brooklyn,7188727222,,40.624510075948,-73.962200391347
1268,50076557,O2 K-BBQ,Queens,7182241253,,40.758823417348,-73.768544963142
1279,50007955,"MONARCH GILDED LILY , KOLA H",Manhattan,6467907070,,40.741921152574,-74.00556467235799
1284,50078599,BEANS AND VINES EXPRESS,Manhattan,2125442326,,40.866450433938,-73.924645306362
1287,41428817,MAIALINO,Manhattan,2127772410,,40.738308277497,-73.985616357496
1289,41694199,LA BAGUETTE SHOP,Brooklyn,7187584330,,40.637480108898,-73.893810381368
1291,50054655,MOCHABURGER + SUBS EXPRESS,Manhattan,6468389698,,40.776072959096,-73.95306587534999
1294,50054760,OLD LUO YANG,Queens,3477324759,,40.759777908235,-73.829235428489
1298,50093499,DOMINO'S,Queens,7188353030,,40.675344291364006,-73.812378566152
1300,50093702,VALBONA CAFE,Bronx,6469381294,,40.876580455433995,-73.88687833297
1302,50074674,CHINA THAI NY,Brooklyn,7184696800,,40.650968623192,-73.958851829274
1305,50089281,CHAMA MAMA,Manhattan,6466102815,,40.737949601593,-73.99823543323001
1307,50001077,BUFFALO WILD WINGS,Queens,7185449453,,40.72053850097,-73.844535095252
1310,50064986,BIENANGY'S RINCONCITO DULCE,Manhattan,6468506637,,40.856481278977,-73.92848129164099
1312,50001085,DUNKIN,Manhattan,2126191222,,40.708879429923,-74.009085884999
1314,41709162,FAIRFIELD INN CHELSEA,Manhattan,2122060998,,40.746342767654,-73.991273492706
1316,50056175,SUNDAY IN BROOKLYN,Brooklyn,3472226722,,40.714163682759995,-73.965208282135
1317,40744702,SAMMY'S NOODLE SHOP & GRILL,Manhattan,2129246688,,0.0,0.0
1321,41424963,UNCLE LOUIE G’S ITALIAN ICES & ICE CREAM,Brooklyn,7186236668,,40.676196015137,-73.979897589866
1322,41637689,CHEEBURGER CHEEBURGER,Queens,7189978600,,40.720584535321,-73.842067400696
1326,50043927,MANHATTAN VALLEY,Manhattan,2122229222,,40.797111661261,-73.96997560198301
1330,41289885,LA PRECIOSA CHINA RESTAURANT,Manhattan,2123693921,,40.798352021984,-73.940975830897
1335,50001526,EVERYDAY CHINESE RESTAURANT,Brooklyn,7183818899,,40.697096999966,-73.90675906107501
1338,41693226,TOM'S RESTAURANT,Brooklyn,7189424200,,40.57309380974,-73.980461476579
1341,50017969,LIOLA,Queens,7187671110,,40.787059871753,-73.816175697734
1342,41374707,FRESH & CO,Manhattan,2127688080,,40.758385622529,-73.9815367302
1345,40720587,KARMA,Manhattan,2126773160,,40.724727388482,-73.987390730939
1348,50080530,HARU,Manhattan,2124940419,,40.754124341544,-73.994037270226
1350,50072470,K & J FRIED CHICKEN AND BURGER,Brooklyn,9172090001,,40.668740589748,-73.906604197022
1351,50106470,H CRAB,Queens,6463187792,,40.773048886515,-73.795671123523
1352,50005232,K-TOWN FOOD COURT,Queens,7182291480,,40.753863301917,-73.78096776643001
1355,50101281,BLUE FIN BAR & GRILL,Brooklyn,3473515275,,40.675519872493,-73.949957186513
1359,41482516,SHANGERILA RESTAURANT,Bronx,7188286080,,0.0,0.0
1364,50000738,D'ANNA'S DELI & PIZZERIA,Queens,7188780042,,40.762755377085,-73.796854375491
1367,41390152,FIVE GUYS FAMOUS BURGERS AND FRIES,Queens,7189433483,,40.70994659609,-73.859561425202
1370,41466245,ATLIXCO BAKERY & DELI,Staten Island,7183900171,,0.0,0.0
1374,50002051,BEER CULTURE,Manhattan,6465902139,,40.759566863702,-73.989391101523
1379,41030615,SERAFINA BROADWAY,Manhattan,2123151700,,40.764484493518,-73.98165055183699
1385,50033842,RU YI BROADWAY RESTAURANT,Queens,7186393366,,40.740358862807,-73.879023511931
1388,50011323,KENNEDY FRIED CHICKEN,Bronx,7187539062,,40.844810778765996,-73.909204145702
1393,50009557,GRAND CANYON DINER,Brooklyn,7184993660,,40.671433436179,-73.977775739766
1398,41105041,YU KING BAKERY,Brooklyn,7189963888,,40.600010488752,-73.990651707239
1400,41507777,SUSHI YASUDA,Manhattan,2129721001,,40.751258665823,-73.973562282026
1402,50011386,KOBEYAKI,Manhattan,2128602300,,40.778584552922,-73.95341794999601
1407,50075946,EM STAR CAFE,Manhattan,6465068008,,40.714086567576,-73.996623638233
1409,50073321,GREAT CHINA,Manhattan,9172386696,,40.789951445896,-73.973369901709
1411,50105361,MARIA FERNANDEZ,Queens,3477850400,,40.696460154187996,-73.83773593357199
1412,50016249,ITALY PIZZA,Brooklyn,7183839079,,40.727759675136,-73.953053129938
1414,50055399,MCDONALD'S,Manhattan,9142774800,,40.752557035679004,-73.993178394005
1416,40526489,DEB'S,Manhattan,2126754550,,40.728340069398,-74.005343445984
1419,41689500,KINGSTON HALL,Manhattan,2126732663,,40.729363268647,-73.987122854337
1422,40704305,LA DOLCE ITALIA BAKERY,Queens,7182685297,,40.710094536265004,-73.848559724821
1424,40395343,FELIX,Manhattan,2124310021,,40.722565148154004,-74.003622115531
1428,50040683,JEMZ RESTAURANT,Brooklyn,3474420009,,40.671057387108995,-73.939643356256
1430,50016926,DELICE & SARRASIN,Manhattan,2122437200,,40.733912065258004,-74.00066031917599
1433,41163308,LOS POLLITOS III,Brooklyn,7186366125,,40.69350650515,-73.96510731365501
1434,40602783,EL TINA FISH MARKET & SEAFOOD RESTAURANT,Manhattan,2125698838,,40.864459392694,-73.918974987265
1435,50051924,CAFE GRUMPY,Manhattan,2122266810,,40.720355596919,-73.995970350202
1436,50038882,MIKES DELI,Brooklyn,9176925786,,40.615643653446,-74.031242741301
1437,40901879,TAVERNA KYCLADES,Queens,7185458666,,40.775289327032,-73.909501493071
1438,50014761,SUBWAY,Staten Island,2014248581,,40.564775902628,-74.12789875205999
1439,41505432,BAGEL BISTRO & DINER,Staten Island,7187206919,,40.612998288941,-74.123669405912
1444,50043095,HARBS,Manhattan,6468961511,,40.773700557744,-73.95772866569
1451,41571036,LOS COMPADRES RESTAURANT,Brooklyn,7184393727,,40.644771460963995,-74.017570482355
1453,50086321,EL CASTILLO RESTAURANT INC,Brooklyn,7187450649,,40.635152725649,-74.023289410357
1459,50047964,DONUT CONNECTION,Brooklyn,7187086865,,40.576709250121,-73.984024193347
1463,41704745,SUBWAY,Manhattan,6465481210,,40.822547135229,-73.953293115451
1465,40659758,ROTI BOTI RESTAURANT,Queens,7182787888,,40.771963605788,-73.92612457592101
1477,41125700,GILDA'S RESTAURANT,Queens,7185655778,,40.760138687729004,-73.877435263413
1481,50073142,NEW LONG RIVER,Brooklyn,7184922719,,40.638798920152,-74.01688070418899
1484,41662685,PAIN D'AVIGNONAT THE PLAZA,Manhattan,2127582756,,40.764085135107,-73.974488536197
1488,41705359,AMERICAN CUT,Manhattan,2123885277,,40.760669728206,-73.970609360813
1489,50064420,BAGEL HUT,Staten Island,7189792864,,40.579355876418,-74.100790564342
1494,41640858,EL PORTON BAR & MEXICAN RESTAURANT,Bronx,7184503399,,40.812469831941,-73.902908360435
1496,41039631,CANAAN CAKE HOUSE,Queens,7184606094,,40.763187667859,-73.82790903883
1498,41671553,BERGEN BAGELS,Brooklyn,7187899300,,40.693700808348,-73.963264485667
1503,40395310,SUNRISE COFFEE SHOP,Queens,7188864855,,40.755551739087,-73.815544696668
1506,50000510,JERUSALEM STEAKHOUSE,Brooklyn,7182588899,,40.62500713944,-73.962989032481
1509,50032905,PUNDA TIBETAN RESTAURANT,Queens,7188061485,,40.741888794957,-73.925392999887
1513,50053436,PANDA EXPRESS #2679,Brooklyn,7188590368,,40.632159538786,-73.94762280016
1514,41435697,FRANK'S TAVERN,Brooklyn,7182519760,,40.619263585415,-73.921860069114
1519,50008743,NANA'S KITCHEN,Bronx,3478109070,,40.849215346090006,-73.854986583604
1521,41620241,THE COMMONS CHELSEA,Manhattan,2129299333,,40.740848068134,-73.998018835455
1525,50103740,MANGO BICHE MIA,Queens,3478370728,,40.733840182011,-73.871577033806
1526,50042130,SUBWAY,Queens,7183591700,,40.765945241321,-73.789487318599
1528,50048062,GEORGIA & ALIOU'S TINY TREATS CAFE,Manhattan,2125414441,,40.766812226924,-73.982808747226
1531,41553437,LA PUNTILLA BAR & RESTAURANT,Queens,7184243836,,40.750653665867,-73.87569870307101
1532,40987572,"DUNKIN',' BASKIN ROBBINS",Queens,7187266982,,40.770640669667,-73.918089519908
1534,50037289,LA NOSTRA PIZZERIA AND RESTAURANT,Queens,7188058190,,40.692356541167,-73.86055061492
1537,41502571,CHIFA RESTAURANT,Queens,7188980108,,40.754695353925,-73.893460379625
1540,50101696,SHANGHAI TASTE ST#29,Queens,2405351952,,40.759777908235,-73.829235428489
1548,41168107,GOTHAM COMEDY CLUB,Manhattan,2123679000,,40.74433112736,-73.996239559565
1551,50036537,PATRIZIAS OF BROOKLYN,Manhattan,2125979999,,40.739910271249,-73.979398344841
1556,50073013,OSHI'S CAFE,Brooklyn,3477027694,,40.609798907441004,-73.94420451557
1558,50051603,NINJA JAPAN TERIYAKI,Queens,7188058880,,40.693307869085004,-73.85306956519301
1559,50015075,NEW YORK FRIED CHICKEN,Brooklyn,7185522345,,40.683183559242,-73.917256312403
1560,41014806,SUBWAY,Manhattan,2123155488,,40.764610592986,-73.980679434724
